EmployeeID,BenefitID,SatisfactionScore,Comments,neg,neu,pos,compound,Sentiment
4700,24,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
1769,12,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
4700,11,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
3500,6,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3701,20,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
4763,21,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
4326,29,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
4268,3,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
2497,25,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
3702,12,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
3095,24,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
258,3,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
174,30,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
2322,16,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
4600,26,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
473,23,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
4496,9,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
1756,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
4501,9,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
1398,26,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
2279,2,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
4171,3,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
2255,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
2472,27,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
1225,5,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
3074,24,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
4590,28,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
4515,7,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
636,21,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
4609,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
16,8,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
3683,25,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
1624,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
503,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
226,6,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
2452,2,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
3456,21,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
4326,9,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
3540,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
2875,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
1958,24,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
457,27,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
1555,28,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
43,6,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3886,6,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4651,9,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
2926,24,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
2816,14,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
3139,15,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
4198,15,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
1465,5,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
2319,16,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
4147,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
3555,19,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
3992,8,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
4417,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
474,7,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
1555,23,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
3365,30,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
2013,10,4,Good quality care available.,0.0,0.247,0.753,0.7269,positive
4033,5,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
1804,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
2710,24,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
2415,13,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
2684,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
4106,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
1973,30,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
3430,29,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
2894,8,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
1432,16,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
1819,21,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
2933,22,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
2809,9,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
1611,24,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
169,7,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
1615,22,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
1129,24,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4229,1,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
1855,8,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
3941,22,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
1097,4,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
161,1,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
275,25,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
232,9,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
2586,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
3237,30,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
2727,29,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
1075,16,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
4537,19,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4420,23,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
304,17,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4879,2,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
4764,8,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
1083,8,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
1979,2,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
4705,25,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
3057,29,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
781,15,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
2237,20,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
3229,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
174,7,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
2066,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
1049,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
2012,14,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
1458,29,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
3374,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
1570,18,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4322,24,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
3316,22,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
936,8,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
4423,25,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
1155,16,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
49,19,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
1485,13,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
801,3,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
1427,16,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
2564,12,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
4842,23,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
1120,8,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
4946,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
4018,24,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4957,12,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
4231,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
1947,9,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
4448,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
1173,20,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
2952,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
1000,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
4517,25,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
725,16,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
4266,29,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
2606,22,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
884,1,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
2284,11,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
3291,22,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
66,2,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
1794,3,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
4168,11,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
3703,18,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1117,2,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
4805,1,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3912,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
2412,26,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4521,17,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
4200,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4858,8,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
137,11,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
4006,14,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
4822,28,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
4072,18,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
20,29,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
2095,26,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4600,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3144,12,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
2561,26,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4123,21,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
1204,8,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
69,21,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
1433,23,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
3696,18,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
4042,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
3293,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3810,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
766,19,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
899,13,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
2512,10,2,Limited availability.,0.655,0.345,0.0,-0.2263,negative
1248,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
1525,2,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
2910,23,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
1301,4,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1628,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3820,9,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
1774,15,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
2375,25,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
314,25,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
1784,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3562,9,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
3854,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2540,2,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
1261,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
3434,3,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
4661,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
669,23,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
553,19,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
1056,2,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
4370,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
4188,16,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
1065,21,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
1684,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
4577,19,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
4073,4,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
531,28,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
1018,28,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
4426,11,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
1792,5,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
301,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
3894,9,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
1469,9,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
4592,22,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
4264,18,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4312,16,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
4459,24,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4363,17,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1763,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
2150,29,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
4053,16,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
3528,17,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
2017,20,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
380,6,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
2319,30,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
1185,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
489,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
3945,10,1,Difficult to find suitable care.,0.287,0.345,0.368,0.1779,neutral
2795,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
250,17,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3424,1,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4012,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
4712,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
4735,7,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
1508,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
4081,18,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4603,11,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
3884,18,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
2038,5,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
3276,27,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3490,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
4418,23,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
394,6,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
3208,6,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
933,10,4,Good quality care available.,0.0,0.247,0.753,0.7269,positive
3329,12,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
1876,12,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
264,28,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
517,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
699,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2032,30,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
353,19,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
1680,5,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
366,12,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
3872,15,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
2590,30,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
2468,18,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1830,20,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
419,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3736,28,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
1058,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3889,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
1779,30,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
1101,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
1695,19,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
3362,8,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
3007,10,1,Difficult to find suitable care.,0.287,0.345,0.368,0.1779,neutral
1807,30,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
2055,3,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
3642,23,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
1965,29,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
1326,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
125,28,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
1769,14,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4851,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
2294,15,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
2557,9,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
1462,29,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
4912,30,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
1754,6,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
3030,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
79,11,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
1415,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
1376,15,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
3041,21,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
4929,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
4473,2,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
3421,18,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4053,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
4026,9,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
2038,25,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
2821,10,4,Good quality care available.,0.0,0.247,0.753,0.7269,positive
2987,14,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
4977,29,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
2967,22,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
3539,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
3824,14,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
